tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
511145	Escherichia coli str. K-12 substr. MG1655	2847721	0	live	glvC	b3683, ECK3675, ptiC	putative PTS enzyme II component GlvC	putative PTS enzyme II component GlvC			NC_000913.3	3862497	3863603	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948371	0	live	yihP	b3877, ECK3870	putative 2,3-dihydroxypropane-1-sulfonate export protein	putative 2,3-dihydroxypropane-1-sulfonate export protein			NC_000913.3	4065809	4067194	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948304	0	live	leuT	b3798, ECK3791	tRNA				NC_000913.3	3982606	3982692	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947729	0	live	mlaF	b3195, ECK3184, yrbF	intermembrane phospholipid transport system, ATP binding subunit MlaF	intermembrane phospholipid transport system, ATP binding subunit MlaF			NC_000913.3	3339256	3340065	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945824	0	live	ybgI	b0710, ECK0699	radiation resistance protein YbgI	radiation resistance protein YbgI			NC_000913.3	742827	743570	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947505	0	live	leuU	b3174, ECK3163	tRNA				NC_000913.3	3322072	3322158	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946660	0	live	yehY	b2130, ECK2123	glycine betaine ABC transporter membrane subunit YehY	glycine betaine ABC transporter membrane subunit YehY			NC_000913.3	2217400	2218557	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947223	0	live	casB	b2759, ECK2754, cse2, ygcK	type I-E CRISPR system Cascade subunit CasB	type I-E CRISPR system Cascade subunit CasB			NC_000913.3	2882155	2882637	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945393	0	live	ppdA	b2826, ECK2822	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA			NC_000913.3	2963707	2964177	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944981	0	live	betI	b0313, ECK0311	DNA-binding transcriptional repressor BetI	DNA-binding transcriptional repressor BetI			NC_000913.3	328747	329334	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949108	0	live	yfdX	b2375, ECK2371	protein YfdX	protein YfdX			NC_000913.3	2493767	2494402	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947151	0	live	yqcA	b2790, ECK2784	putative flavodoxin YqcA	putative flavodoxin YqcA			NC_000913.3	2922535	2922984	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946309	0	live	nimT	b1791, ECK1789, yeaN	2-nitroimidazole exporter	2-nitroimidazole exporter			NC_000913.3	1875673	1876854	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946011	0	live	paaF	b1393, ECK1390, ydbR, ydbS	putative 2,3-dehydroadipyl-CoA hydratase	putative 2,3-dehydroadipyl-CoA hydratase			NC_000913.3	1457497	1458264	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948746	0	live	ytfQ	b4227, ECK4223	galactofuranose ABC transporter periplasmic binding protein	galactofuranose ABC transporter periplasmic binding protein			NC_000913.3	4449962	4450918	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948212	0	live	yidB	b3698, ECK3690	DUF937 domain-containing protein YidB	DUF937 domain-containing protein YidB			NC_000913.3	3877067	3877465	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948100	0	live	sgbU	b3582, ECK3571, yiaR	putative L-xylulose 5-phosphate 3-epimerase	putative L-xylulose 5-phosphate 3-epimerase			NC_000913.3	3749232	3750092	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945546	0	live	elyC	b0920, ECK0911, ycbC	envelope biogenesis factor	envelope biogenesis factor			NC_000913.3	972622	973401	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949078	0	live	rcnA	b2106, ECK2099, yohM	Ni(2(+))/Co(2(+)) exporter	Ni(2(+))/Co(2(+)) exporter			NC_000913.3	2185917	2186741	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948474	0	live	tyrU	b3977, ECK3968, sup15B, supM, supZ	tRNA				NC_000913.3	4175472	4175556	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947824	0	live	gspC	b3324, ECK3311, yheE	Type II secretion system protein GspC	Type II secretion system protein GspC			NC_000913.3	3455578	3456393	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945408	0	live	ybhP	b0790, ECK0779	endonuclease/exonuclease/phosphatase domain-containing protein YbhP	endonuclease/exonuclease/phosphatase domain-containing protein YbhP			NC_000913.3	823736	824497	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847715	0	live	hokE	b4415, ECK0574, ybdY	protein HokE	protein HokE			NC_000913.3	607836	607988	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948627	0	live	adiY	b4116, ECK4109	DNA-binding transcriptional activator AdiY	DNA-binding transcriptional activator AdiY			NC_000913.3	4337168	4337929	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947732	0	live	mlaE	b3194, ECK3183, yrbE	intermembrane phospholipid transport system, integral membrane subunit MlaE	intermembrane phospholipid transport system, integral membrane subunit MlaE			NC_000913.3	3338466	3339248	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946772	0	live	alaA	b2290, ECK2284, yfbQ	glutamate--pyruvate aminotransferase AlaA	glutamate--pyruvate aminotransferase AlaA			NC_000913.3	2407561	2408778	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946320	0	live	proL	b2189, ECK2183, proW	tRNA				NC_000913.3	2286211	2286287	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948951	0	live	pdeB	b0457, ECK0451, ylaB	c-di-GMP phosphodiesterase PdeB	c-di-GMP phosphodiesterase PdeB			NC_000913.3	477067	478617	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947427	0	live	ycjR	b1314, ECK1309, dte	3-dehydro-D-guloside 4-epimerase	3-dehydro-D-guloside 4-epimerase			NC_000913.3	1376034	1376822	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945476	0	live	potG	b0855, ECK0846	putrescine ABC transporter ATP binding subunit	putrescine ABC transporter ATP binding subunit			NC_000913.3	894991	896124	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947659	0	live	yraP	b3150, ECK3138, ecfH	divisome-associated lipoprotein YraP	divisome-associated lipoprotein YraP			NC_000913.3	3296409	3296984	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948942	0	live	srlR	b2707, ECK2702, gutR	DNA-binding transcriptional repressor SrlR	DNA-binding transcriptional repressor SrlR			NC_000913.3	2829047	2829820	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948379	0	live	yihY	b3886, ECK3879, rbn	PF03631 family membrane protein YihY	PF03631 family membrane protein YihY			NC_000913.3	4076146	4077018	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947712	0	live	mlaD	b3193, ECK3182, yrbD	intermembrane phospholipid transport system, substrate binding protein MlaD	intermembrane phospholipid transport system, substrate binding protein MlaD			NC_000913.3	3337910	3338461	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947642	0	live	garP	b3127, ECK3115, yhaU	galactarate/D-glucarate transporter GarP	galactarate/D-glucarate transporter GarP			NC_000913.3	3273573	3274907	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946604	0	live	mdtA	b2074, ECK2070, yegM	multidrug efflux pump membrane fusion protein MdtA	multidrug efflux pump membrane fusion protein MdtA			NC_000913.3	2154016	2155263	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946506	0	live	yeeO	b1985, ECK1980	FMN/FAD exporter	FMN/FAD exporter			NC_000913.3	2058203	2059846	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946211	0	live	ydiF	b1694, ECK1692	putative acetate-CoA transferase YdiF	putative acetate-CoA transferase YdiF			NC_000913.3	1775587	1777182	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945521	0	live	yajG	b0434, ECK0428	putative lipoprotein YajG	putative lipoprotein YajG			NC_000913.3	453589	454167	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945485	0	live	potI	b0857, ECK0848	putrescine ABC transporter membrane subunit PotI	putrescine ABC transporter membrane subunit PotI			NC_000913.3	897084	897929	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945407	0	live	sfmH	b0533, ECK0526	putative fimbrial adhesin protein SfmH	putative fimbrial adhesin protein SfmH			NC_000913.3	562336	563319	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944892	0	live	yaeF	b0193, ECK0193, yaeK	peptidase C92 family protein YaeF	peptidase C92 family protein YaeF			NC_000913.3	216179	217003	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847767	0	live	dgoR	b4479, ECK3687, b3694, b3695, yidW	DNA-binding transcriptional regulator DgoR	DNA-binding transcriptional regulator DgoR			NC_000913.3	3874471	3875160	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946008	0	live	ydcZ	b1447, ECK1441	putative inner membrane protein YdcZ	putative inner membrane protein YdcZ			NC_000913.3	1517882	1518331	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945970	0	live	ynbC	b1410, ECK1403	hydrolase/methyltransferase domain-containing protein YnbC	hydrolase/methyltransferase domain-containing protein YnbC			NC_000913.3	1479138	1480895	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945630	0	live	yacG	b0101, ECK0101	DNA gyrase inhibitor YacG	DNA gyrase inhibitor YacG			NC_000913.3	111649	111846	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847751	0	live	mcaS	b4426, ECK1336, IS061, isrA	ncRNA				NC_000913.3	1405658	1405751	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948873	0	live	leuV	b4368, ECK4359, leuValpha	tRNA				NC_000913.3	4606079	4606165	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948372	0	live	yihU	b3882, ECK3875, squU	3-sulfolactaldehyde reductase	3-sulfolactaldehyde reductase			NC_000913.3	4072675	4073571	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945957	0	live	ydeN	b1498, ECK1492	putative sulfatase YdeN	putative sulfatase YdeN			NC_000913.3	1580842	1582524	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948037	0	live	treF	b3519, ECK3504	cytoplasmic trehalase	cytoplasmic trehalase			NC_000913.3	3669592	3671241	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945755	0	live	cvrA	b1191, ECK1179, ycgO	putative K(+):H(+) antiporter	putative K(+):H(+) antiporter			NC_000913.3	1240335	1242071	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945480	0	live	potF	b0854, ECK0845	putrescine ABC transporter periplasmic binding protein	putrescine ABC transporter periplasmic binding protein			NC_000913.3	893784	894896	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847682	0	live	blr	b4409, ECK1620	beta-lactam resistance protein	beta-lactam resistance protein			NC_000913.3	1704551	1704676	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948959	0	live	ydaE	b4526, ECK1349	Rac prophage; zinc-binding protein	Rac prophage|zinc-binding protein			NC_000913.3	1417838	1418008	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946260	0	live	astD	b1746, ECK1744, ydjU	aldehyde dehydrogenase	aldehyde dehydrogenase			NC_000913.3	1828256	1829734	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946099	0	live	cspI	b1552, ECK1546, cspJ	Qin prophage; cold shock-like protein CspI	Qin prophage|cold shock-like protein CspI			NC_000913.3	1638455	1638667	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946021	0	live	nohA	b1548, ECK1541, nohQ	Qin prophage; putative prophage DNA-packaging protein NohA	Qin prophage|putative prophage DNA-packaging protein NohA			NC_000913.3	1635798	1636367	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948309	0	live	bioP	b3827, ECK3821, yigM	biotin transporter	biotin transporter			NC_000913.3	4011076	4011975	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947917	0	live	rpnA	b3411, ECK3398, yhgA	recombination-promoting nuclease RpnA	recombination-promoting nuclease RpnA			NC_000913.3	3543167	3544045	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947072	0	live	nudK	b2467, ECK2462, yffH	GDP-mannose hydrolase	GDP-mannose hydrolase			NC_000913.3	2582903	2583478	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948578	0	live	nrfF	b4075, ECK4068, yjcM	putative formate-dependent nitrite reductase complex subunit NrfF	putative formate-dependent nitrite reductase complex subunit NrfF			NC_000913.3	4293163	4293546	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948416	0	live	yiiS	b3922, ECK3914	DUF406 domain-containing protein YiiS	DUF406 domain-containing protein YiiS			NC_000913.3	4112967	4113266	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948445	0	live	yijE	b3943, ECK3935	cystine exporter	cystine exporter			NC_000913.3	4136108	4137013	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947144	0	live	kbp	b2665, ECK2659, ygaU, yzzM	K(+) binding protein	K(+) binding protein			NC_000913.3	2796337	2796786	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946862	0	live	xapR	b2405, ECK2399, pRndR, pndR, yfeB	DNA-binding transcriptional activator XapR	DNA-binding transcriptional activator XapR			NC_000913.3	2521593	2522477	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945963	0	live	paaK	b1398, ECK1395	phenylacetate-CoA ligase	phenylacetate-CoA ligase			NC_000913.3	1462125	1463438	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945179	0	live	wbbH	b2035, ECK2029, rfc, yefF	putative O-antigen polymerase	putative O-antigen polymerase			NC_000913.3	2106060	2107226	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946972	0	live	pqiC	b0952, ECK0943, ymbA	intermembrane transport lipoprotein PqiC	intermembrane transport lipoprotein PqiC			NC_000913.3	1014896	1015459	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946682	0	live	bglX	b2132, ECK2125, glh, yohA	beta-D-glucoside glucohydrolase, periplasmic	beta-D-glucoside glucohydrolase, periplasmic			NC_000913.3	2219692	2221989	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946052	0	live	ddpA	b1487, ECK1481, yddS	putative D,D-dipeptide ABC transporter periplasmic binding protein	putative D,D-dipeptide ABC transporter periplasmic binding protein			NC_000913.3	1560931	1562481	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945002	0	live	yaeI	b0164, ECK0163	phosphodiesterase YaeI	phosphodiesterase YaeI			NC_000913.3	184257	185069	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948346	0	live	srkA	b3859, ECK3851, orfA, yihE	stress response kinase A	stress response kinase A			NC_000913.3	4042415	4043401	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947220	0	live	ssuB	b0933, ECK0924, ycbE	aliphatic sulfonate ABC transporter ATP binding subunit	aliphatic sulfonate ABC transporter ATP binding subunit			NC_000913.3	993277	994044	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945091	0	live	decR	b0447, ECK0441, cyuR, ybaO	DNA-binding transcriptional activator DecR	DNA-binding transcriptional activator DecR			NC_000913.3	468383	468841	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946777	0	live	hxpA	b2293, ECK2287, yfbT	hexitol phosphatase A	hexitol phosphatase A			NC_000913.3	2411439	2412089	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945481	0	live	ybjC	b0850, ECK0841	DUF1418 domain-containing protein YbjC	DUF1418 domain-containing protein YbjC			NC_000913.3	890913	891200	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948099	0	live	sgbE	b3583, ECK3572, yiaS	L-ribulose-5-phosphate 4-epimerase SgbE	L-ribulose-5-phosphate 4-epimerase SgbE			NC_000913.3	3750086	3750781	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946055	0	live	ydeP	b1501, ECK1494	putative oxidoreductase YdeP	putative oxidoreductase YdeP			NC_000913.3	1584207	1586486	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948879	0	live	lgoT	b4356, ECK4346, yjiZ, yjjL	galactonate:H(+) symporter	galactonate:H(+) symporter			NC_000913.3	4593361	4594722	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948282	0	live	yifB	b3765, ECK3758	putative magnesium chelatase YifB	putative magnesium chelatase YifB			NC_000913.3	3948449	3949969	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946821	0	live	intS	b2349, ECK2343, intC, yfdB	CPS-53 (KpLE1) prophage; prophage CPS-53 integrase	CPS-53 (KpLE1) prophage|prophage CPS-53 integrase			NC_000913.3	2466545	2467702	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946189	0	live	ydiJ	b1687, ECK1684	putative FAD-linked oxidoreductase	putative FAD-linked oxidoreductase			NC_000913.3	1765629	1768685	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847674	0	live	sibB	b4437, ECK2069, QUAD1b, ryeD, tpe60	ncRNA				NC_000913.3	2153646	2153781	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947730	0	live	yrbG	b3196, ECK3185	putative transport protein YrbG	putative transport protein YrbG			NC_000913.3	3340275	3341252	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947645	0	live	agaS	b3136, ECK3124, yraB	putative galactosamine-6-phosphate deaminase/isomerase	putative galactosamine-6-phosphate deaminase/isomerase			NC_000913.3	3281976	3283130	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947366	0	live	guaD	b2883, ECK2879, ygfP	guanine deaminase	guanine deaminase			NC_000913.3	3025766	3027085	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946990	0	live	fetA	b0490, ECK0484, ybbL	putative iron ABC exporter ATP-binding subunit FetA	putative iron ABC exporter ATP-binding subunit FetA			NC_000913.3	515919	516596	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946233	0	live	eutG	b2453, ECK2448, yffV	putative alcohol dehydrogenase EutG	putative alcohol dehydrogenase EutG			NC_000913.3	2568324	2569511	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944901	0	live	dkgB	b0207, ECK0207, yafB	methylglyoxal reductase DkgB	methylglyoxal reductase DkgB			NC_000913.3	229167	229970	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944835	0	live	yadK	b0136, ECK0135	putative fimbrial protein YadK	putative fimbrial protein YadK			NC_000913.3	151003	151599	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948662	0	live	epmB	b4146, ECK4140, yjeK	lysine 2,3-aminomutase	lysine 2,3-aminomutase			NC_000913.3	4374629	4375657	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948525	0	live	thiK	b1106, ECK1092, ycfN	thiamine kinase	thiamine kinase			NC_000913.3	1163260	1164084	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948265	0	live	hsrA	b3754, ECK3748, yieO	putative transporter HsrA	putative transporter HsrA			NC_000913.3	3939185	3940612	minus	0		
